defline	symbol
EPI3686032|A/swine/Ohio/A02863128/2024|H3|swine|USA|2010.1|2002B||2024-11-06	////////////////////
EPI3686040|A/swine/Iowa/A02863109/2024|H3|swine|USA|2010.1|2002B||2024-11-01	////////////////////
EPI3740425|A/swine/Minnesota/A02863140/2024|H3|swine|USA|1990.4.a|2002B||2024-11-13	////////////////////
EPI3740431|A/swine/Iowa/A02863175/2024|H3|swine|USA|2010.1|2002B||2024-11-20	////////////////////
EPI3740437|A/swine/Iowa/A02863171/2024|H3|swine|USA|2010.1|2002B||2024-11-19	////////////////////
EPI3740439|A/swine/Iowa/A02863170/2024|H3|swine|USA|2010.1|2002B||2024-11-19	////////////////////
EPI3740445|A/swine/Iowa/A02863168/2024|H3|swine|USA|2010.1|2002B||2024-11-19	////////////////////
EPI3740457|A/swine/Iowa/A02863144/2024|H3|swine|USA|2010.1|2002B||2024-11-14	////////////////////
EPI3740471|A/swine/Indiana/A02863133/2024|H3|swine|USA|2010.1|2002B||2024-11-11	////////////////////
EPI3823109|A/swine/Iowa/A02863198/2024|H3|swine|USA|1990.4.a|2002B||2024-11-30	////////////////////
EPI3823111|A/swine/Iowa/A02863197/2024|H3|swine|USA|2010.1|2002B||2024-12-02	////////////////////
EPI3823113|A/swine/Iowa/A02863178/2024|H3|swine|USA|2010.1|2002B||2024-11-21	////////////////////
EPI3823119|A/swine/Ohio/A02863223/2024|H3|swine|USA|2010.1|2002B||2024-12-09	////////////////////
EPI3823121|A/swine/North_Carolina/A02863225/2024|H3|swine|USA|2010.1|2002B||2024-12-12	////////////////////
EPI3823123|A/swine/North_Carolina/A02863188/2024|H3|swine|USA|2010.1|2002B||2024-12-04	////////////////////
EPI3823129|A/swine/Iowa/A02863220/2024|H3|swine|USA|2010.1|2002B||2024-12-11	////////////////////
EPI3823131|A/swine/Indiana/A02863200/2024|H3|swine|USA|2010.1|2002B||2024-12-02	////////////////////
EPI3823133|A/swine/Indiana/A02863193/2024|H3|swine|USA|1990.4.a|2002B||2024-11-26	////////////////////
EPI3823135|A/swine/Indiana/A02863181/2024|H3|swine|USA|1990.4.a|2002B||2024-11-20	////////////////////
EPI3823137|A/swine/Illinois/A02863212/2024|H3|swine|USA|2010.1|2002B||2024-12-09	////////////////////
EPI3863048|A/swine/Indiana/A02858259/2024|H3|swine|USA|2010.1|2002B||2024-12-31	////////////////////
EPI3863062|A/swine/Iowa/A02858258/2024|H3|swine|USA|2010.1|2002B||2024-12-31	////////////////////
OM865150+EPI2147146|A/swine/Indiana/A02636368/2022|H3|swine|USA|1990.4.a|2002B|TTPPPT|2022-01-10	////////////////////
OM865156+EPI2147152|A/swine/Iowa/A02636384/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-01-13	////////////////////
OM865172+EPI2147168|A/swine/Pennsylvania/A02636380/2022|H3|swine|USA|1990.4.a|2002B||2022-01-12	////////////////////
OM865180+EPI2147176|A/swine/Indiana/A02636354/2022|H3|swine|USA|2010.1|2002B||2022-01-03	////////////////////
OM865192+EPI2147188|A/swine/Pennsylvania/A02636383/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-01-13	////////////////////
OM865194+EPI2147190|A/swine/Iowa/A02636356/2022|H3|swine|USA|1990.4.a|2002B||2022-01-05	////////////////////
OM865200+EPI2147196|A/swine/North_Carolina/A02636348/2022|H3|swine|USA|1990.4.a|2002B||2022-01-14	////////////////////
OM865210+EPI2147206|A/swine/Indiana/A02636329/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-01-17	////////////////////
OM865212+EPI2147208|A/swine/North_Carolina/A02636370/2022|H3|swine|USA|1990.4.a|2002B|T-TPPT|2022-01-05	////////////////////
OM865244+EPI2147240|A/swine/Iowa/A02636358/2022|H3|swine|USA|1990.4.a|2002B|TTPPPT|2022-01-03	////////////////////
OM865250+EPI2147246|A/swine/Iowa/A02636362/2022|H3|swine|USA|1990.4.a|2002B||2022-01-05	////////////////////
OM935893+EPI2147445|A/swine/Iowa/A02636454/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-01-31	////////////////////
OM935939+EPI2147491|A/swine/Ohio/A02636456/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-02-01	////////////////////
OM935955+EPI2147507|A/swine/Minnesota/A02636470/2022|H3|swine|USA|1990.4.a|2002B||2022-02-04	////////////////////
OM935961+EPI2147513|A/swine/Ohio/A02636432/2022|H3|swine|USA|2010.2|2016|TTTTPT|2022-01-20	////////////////////
OM978830+EPI2148046|A/swine/Iowa/A02636488/2022|H3|swine|USA|2010.1|2002B||2022-02-11	////////////////////
OM978842+EPI2148058|A/swine/Kentucky/A02636480/2022|H3|swine|USA|2010.1|2002B||2022-02-07	////////////////////
OM978848+EPI2148064|A/swine/Kentucky/A02636479/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-02-07	////////////////////
OM978856+EPI2148072|A/swine/Iowa/A02636490/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-02-14	////////////////////
OM978876+EPI2148092|A/swine/Iowa/A02636493/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-02-15	////////////////////
ON045372+EPI2148164|A/swine/Pennsylvania/A02636531/2022|H3|swine|USA|1990.4.a|2002B||2022-02-28	////////////////////
ON045374+EPI2148166|A/swine/Iowa/A02636485/2022|H3|swine|USA|1990.4.a|2002B||2022-02-10	////////////////////
ON045382+EPI2148174|A/swine/Iowa/A02636538/2022|H3|swine|USA|1990.4.a|2002B|TTPPPT|2022-02-25	////////////////////
ON045384+EPI2148176|A/swine/Ohio/A02636535/2022|H3|swine|USA|1990.4.a|2002B||2022-02-23	////////////////////
ON045416+EPI2148208|A/swine/Indiana/A02636520/2022|H3|swine|USA|1990.4.a|2002B|T-TPPT|2022-02-22	////////////////////
ON306630+EPI2149237|A/swine/North_Carolina/A02636574/2022|H3|swine|USA|1990.4.a|2002B||2022-03-16	////////////////////
ON306648+EPI2149255|A/swine/Pennsylvania/A02636577/2022|H3|swine|USA|1990.4.a|2002B||2022-03-16	////////////////////
ON306652+EPI2149259|A/swine/North_Carolina/A02636571/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-03-16	////////////////////
ON361538+EPI2149265|A/swine/Iowa/A02636593/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-03-31	////////////////////
ON361542+EPI2149269|A/swine/Iowa/A02636597/2022|H3|swine|USA|2010.1|2002B||2022-03-22	////////////////////
ON427062+EPI2153386|A/swine/Iowa/A02711712/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-03-21	////////////////////
ON427070+EPI2153392|A/swine/Iowa/A02711711/2022|H3|swine|USA|1990.4.a|2002B|TTTTPT|2022-03-17	////////////////////
ON427090+EPI2153409|A/swine/Minnesota/A02711803/2022|H3|swine|USA|2010.1|2002B||2022-04-08	////////////////////
ON427094+EPI2153413|A/swine/Minnesota/A02711696/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-02-07	////////////////////
ON427104+EPI2153422|A/swine/North_Carolina/A02711714/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-03-30	////////////////////
ON427110+EPI2153428|A/swine/Minnesota/A02711799/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-03-25	////////////////////
ON529313+EPI2153958|A/swine/Iowa/A02636647/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-04-20	////////////////////
ON529317+EPI2153962|A/swine/Iowa/A02636612/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-04-04	////////////////////
ON529323+EPI2153968|A/swine/Indiana/A02636646/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-19	////////////////////
ON529331+EPI2153976|A/swine/Pennsylvania/A02636614/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-03-30	////////////////////
ON550445+EPI2154036|A/swine/Iowa/A02636649/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-04-20	////////////////////
ON705673+EPI2116956|A/swine/North_Carolina/A02711812/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-04-27	////////////////////
ON722532+EPI2116976|A/swine/North_Carolina/A02636673/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-05-05	////////////////////
ON722534+EPI2116978|A/swine/Iowa/A02636674/2022|H3|swine|USA|2010.1|2002B||2022-05-09	////////////////////
ON722538+EPI2116982|A/swine/Illinois/A02636676/2022|H3|swine|USA|1990.4.a|2002B||2022-04-26	////////////////////
ON722544+EPI2116988|A/swine/Iowa/A02636675/2022|H3|swine|USA|2010.1|2002B|T-TPPT|2022-04-26	////////////////////
ON891176+EPI2161570|A/swine/Missouri/A02750643/2022|H3|swine|USA|1990.4.a|2002B||2022-06-10	////////////////////
ON891180+EPI2161574|A/swine/Iowa/A02750628/2022|H3|swine|USA|2010.1|2002B||2022-05-25	////////////////////
ON891188+EPI2161582|A/swine/Iowa/A02750626/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-05-23	////////////////////
ON891200+EPI2161594|A/swine/Indiana/A02750620/2022|H3|swine|USA|1990.4.a|2002B||2022-05-27	////////////////////
ON891202+EPI2161596|A/swine/Pennsylvania/A02750641/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-06-14	////////////////////
ON891206+EPI2161600|A/swine/Indiana/A02750638/2022|H3|swine|USA|1990.4.a|2002B||2022-06-08	////////////////////
ON965219+EPI2162096|A/swine/Iowa/C39563/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-04-22	////////////////////
ON996144+EPI2162160|A/swine/Ohio/A02750648/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-09	////////////////////
ON996150+EPI2162166|A/swine/Illinois/A02750636/2022|H3|swine|USA|1990.4.a|1998B||2022-06-03	////////////////////
ON996160+EPI2162176|A/swine/Illinois/A02750653/2022|H3|swine|USA|2010.1|2002B||2022-06-14	////////////////////
OP023961+EPI2162850|A/swine/North_Carolina/A02750672/2022|H3|swine|USA|1990.4.a|2002B||2022-06-30	////////////////////
OP023985+EPI2162874|A/swine/Iowa/A02750661/2022|H3|swine|USA|1990.4.a|2002B||2022-06-23	////////////////////
OP099945+EPI2174163|A/swine/Iowa/A02750687/2022|H3|swine|USA|1990.4.a|2002B||2022-06-30	////////////////////
OP099959+EPI2174177|A/swine/Iowa/A02750686/2022|H3|swine|USA|2010.1|2002B||2022-07-01	////////////////////
OP099963+EPI2174181|A/swine/Iowa/A02750684/2022|H3|swine|USA|1990.4.a|2002B||2022-06-30	////////////////////
OP162487+EPI2175897|A/swine/Iowa/A02750693/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-07-06	////////////////////
OP162489+EPI2175899|A/swine/Pennsylvania/A02750718/2022|H3|swine|USA|1990.4.a|2002B||2022-07-13	////////////////////
OP162493+EPI2175903|A/swine/Iowa/A02750700/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-07-07	////////////////////
OP162503+EPI2175913|A/swine/North_Carolina/A02750694/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-06-30	////////////////////
OP162509+EPI2175919|A/swine/Iowa/A02750697/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-07-07	////////////////////
OP162513+EPI2175923|A/swine/Iowa/A02750709/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-07-13	////////////////////
OP162517+EPI2175927|A/swine/Iowa/A02750719/2022|H3|swine|USA|1990.4.a|2002B||2022-07-16	////////////////////
OP162521+EPI2175931|A/swine/Iowa/A02750720/2022|H3|swine|USA|2010.1|2002B||2022-07-19	////////////////////
OP162525+EPI2175935|A/swine/North_Carolina/A02750710/2022|H3|swine|USA|1990.4.a|2002B||2022-07-11	////////////////////
OP243293+EPI2176552|A/swine/Iowa/A02750724/2022|H3|swine|USA|2010.1|2002B||2022-07-18	////////////////////
OP243297+EPI2176556|A/swine/North_Carolina/A02750736/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-07-26	////////////////////
OP243303+EPI2176562|A/swine/Iowa/A02750728/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-07-17	////////////////////
OP243315+EPI2176574|A/swine/Iowa/A02750722/2022|H3|swine|USA|1990.4.a|2002B|TTPPPT|2022-07-14	////////////////////
OP243319+EPI2176578|A/swine/Iowa/A02750734/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-07-19	////////////////////
OP265151+EPI2176598|A/swine/Indiana/A02750741/2022|H3|swine|USA|2010.1|2002B||2022-07-26	////////////////////
OP292921+EPI2176678|A/swine/Minnesota/A02710701/2022|H3|swine|USA|2010.1|2002B||2022-06-01	////////////////////
OP292956+EPI2176713|A/swine/Iowa/A02710700/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-05-30	////////////////////
OP292960+EPI2176717|A/swine/Iowa/A02711854/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-07-11	////////////////////
OP379135+EPI2188359|A/swine/Illinois/A02750776/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-08-16	////////////////////
OP379137+EPI2188361|A/swine/Illinois/A02750774/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-08-11	////////////////////
OP379141+EPI2188365|A/swine/Iowa/A02750768/2022|H3|swine|USA|2010.1|2002B||2022-08-08	////////////////////
OP379143+EPI2188367|A/swine/Indiana/A02750772/2022|H3|swine|USA|2010.2|2016||2022-08-05	////////////////////
OP379145+EPI2188369|A/swine/Iowa/A02750771/2022|H3|swine|USA|1990.4.a|2002B||2022-08-09	////////////////////
OP379147+EPI2188371|A/swine/Iowa/A02750756/2022|H3|swine|USA|2010.1|2002B||2022-08-02	////////////////////
OP434538|A/swine/Iowa/B68026/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-07-15	////////////////////
OP434581|A/swine/Illinois/F75061/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-08-08	////////////////////
OP454918|A/swine/Indiana/A02750822/2022|H3|swine|USA|2010.1|2002B||2022-08-24	////////////////////
OP454920|A/swine/Iowa/A02750797/2022|H3|swine|USA|1990.4.a|2002B||2022-08-18	////////////////////
OP454928|A/swine/Iowa/A02750812/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-08-19	////////////////////
OP454951|A/swine/Indiana/A02750798/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-08-18	////////////////////
OP454953|A/swine/Iowa/A02750793/2022|H3|swine|USA|1990.4.a|2002B||2022-08-11	////////////////////
OP454957|A/swine/North_Carolina/A02750800/2022|H3|swine|USA|1990.4.a|2002B||2022-08-16	////////////////////
OP454975|A/swine/Ohio/A02750788/2022|H3|swine|USA|2010.2|2016|TTTTPT|2022-08-10	////////////////////
OP584944+EPI2201675|A/swine/Iowa/B58578/2022|H3|swine|USA|2010.1||---TPT|2022-06-17	////////////////////
OP596624+EPI2202287|A/swine/Illinois/A02750848/2022|H3|swine|USA|1990.4.a|2002B||2022-08-30	////////////////////
OP596638+EPI2202300|A/swine/Pennsylvania/A02750862/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-09-02	////////////////////
OP596644+EPI2202306|A/swine/Iowa/A02750861/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-09-01	////////////////////
OP596648+EPI2202310|A/swine/North_Carolina/A02750868/2022|H3|swine|USA|1990.4.a|2002B||2022-09-07	////////////////////
OP613240+EPI2202359|A/swine/Illinois/F78322/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-08-18	////////////////////
OP622340+EPI2202491|A/swine/Iowa/A02750881/2022|H3|swine|USA|1990.4.a|2002B||2022-09-09	////////////////////
OP622348+EPI2202499|A/swine/North_Carolina/A02750898/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-09-15	////////////////////
OP622354+EPI2202505|A/swine/Iowa/A02750896/2022|H3|swine|USA|1990.4.a|2002B||2022-09-15	////////////////////
OP622360+EPI2202511|A/swine/Iowa/A02750897/2022|H3|swine|USA|1990.4.a|2002B|TTTTPT|2022-09-12	////////////////////
OP622368+EPI2202519|A/swine/North_Carolina/A02750890/2022|H3|swine|USA|1990.4.a|2002B||2022-09-13	////////////////////
OP703688+EPI2257446|A/swine/Iowa/A02711862/2022|H3|swine|USA|1990.4.a|2002B||2022-08-11	////////////////////
OP703701+EPI2257459|A/swine/North_Carolina/A02712155/2022|H3|swine|USA|1990.4.a|2002B||2022-09-27	////////////////////
OP726455+EPI2258176|A/swine/Indiana/A02750906/2022|H3|swine|USA|2010.2|2016||2022-10-07	////////////////////
OP726884+EPI2258192|A/swine/Iowa/A02750920/2022|H3|swine|USA|2010.1|2002B||2022-09-20	////////////////////
OP726888+EPI2258196|A/swine/Iowa/A02750914/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-09-21	////////////////////
OP726890+EPI2258198|A/swine/Iowa/A02750908/2022|H3|swine|USA|2010.1|2002B||2022-09-20	////////////////////
OP726898+EPI2258206|A/swine/Iowa/A02750911/2022|H3|swine|USA|2010.1|2002B||2022-09-21	////////////////////
OP726900+EPI2258208|A/swine/Iowa/A02750910/2022|H3|swine|USA|1990.4.a|2002B||2022-09-21	////////////////////
OP726902+EPI2258210|A/swine/Iowa/A02750915/2022|H3|swine|USA|2010.1|2002B||2022-09-23	////////////////////
OP726904+EPI2258212|A/swine/Iowa/A02750916/2022|H3|swine|USA|1990.4.a|2002B||2022-09-23	////////////////////
OP745247+EPI2258247|A/swine/Iowa/A02750928/2022|H3|swine|USA|2010.1|2002B||2022-09-21	////////////////////
OP745255+EPI2258255|A/swine/Iowa/A02750929/2022|H3|swine|USA|2010.1|2002B||2022-09-21	////////////////////
OP745272+EPI2258272|A/swine/Indiana/A02750948/2022|H3|swine|USA|2010.2|2016|TTTTPT|2022-09-28	////////////////////
OP745274+EPI2258274|A/swine/Missouri/A02750913/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-09-21	////////////////////
OP745282+EPI2258282|A/swine/Iowa/A02750942/2022|H3|swine|USA|1990.4.a|2002B|TTTPPT|2022-09-29	////////////////////
OP870160|A/swine/Indiana/22TOSU0511/2022|H3|swine|USA|2010.1||T-TPP-|2022-06-23	////////////////////
OP870164|A/swine/Ohio/22TOSU0644/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-05-14	////////////////////
OP870177|A/swine/Iowa/22TOSU1698/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870186|A/swine/Iowa/22TOSU1693/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870209|A/swine/Iowa/22TOSU1434/2022|H3|swine|USA|2010.1||T-TPPT|2022-06-16	////////////////////
OP870214|A/swine/Iowa/22TOSU1365/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-06-16	////////////////////
OP870260|A/swine/Iowa/22TOSU1409/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870274|A/swine/Iowa/22TOSU1414/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870311|A/swine/Iowa/22TOSU1699/2022|H3|swine|USA|2010.1|2002B|T-TPPT|2022-06-16	////////////////////
OP870317|A/swine/Iowa/22TOSU1696/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870347|A/swine/Iowa/22TOSU1403/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870355|A/swine/Iowa/22TOSU1712/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870382|A/swine/Iowa/22TOSU1447/2022|H3|swine|USA|2010.1||T-TPPT|2022-06-16	////////////////////
OP870393|A/swine/Iowa/22TOSU1439/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870430|A/swine/Iowa/22TOSU1677/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870436|A/swine/Iowa/22TOSU1449/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870477|A/swine/Iowa/22TOSU1668/2022|H3|swine|USA|2010.1||T---PT|2022-06-16	////////////////////
OP870499|A/swine/Iowa/22TOSU1688/2022|H3|swine|USA|2010.1|2002B|T-TPPT|2022-06-16	////////////////////
OP870513|A/swine/Iowa/22TOSU1415/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870529|A/swine/Iowa/22TOSU1607/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870542|A/swine/Iowa/22TOSU1422/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870595|A/swine/Ohio/22TOSU0357/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-23	////////////////////
OP870608|A/swine/Ohio/22TOSU0473/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-30	////////////////////
OP870616|A/swine/Ohio/22TOSU0432/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-23	////////////////////
OP870629|A/swine/Iowa/22TOSU1613/2022|H3|swine|USA|2010.1||TT----|2022-06-16	////////////////////
OP870647|A/swine/Iowa/22TOSU1621/2022|H3|swine|USA|2010.1||--TPPT|2022-06-16	////////////////////
OP870864|A/swine/Ohio/22TOSU0454/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-30	////////////////////
OP870871|A/swine/Ohio/22TOSU0468/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-30	////////////////////
OP870885|A/swine/Iowa/22TOSU1623/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870892|A/swine/Iowa/22TOSU1555/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870900|A/swine/Ohio/22TOSU0358/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-23	////////////////////
OP870907|A/swine/Ohio/22TOSU0404/2022|H3|swine|USA|2010.1|2002B|-V-PPT|2022-04-23	////////////////////
OP870913|A/swine/Ohio/22TOSU0255/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-09	////////////////////
OP870925|A/swine/Iowa/22TOSU1690/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870942|A/swine/Iowa/22TOSU1691/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP870945|A/swine/Ohio/22TOSU0497/2022|H3|swine|USA|2010.1|2002B|TV-PPT|2022-04-30	////////////////////
OP870974|A/swine/Ohio/22TOSU0261/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-09	////////////////////
OP870990|A/swine/Indiana/22TOSU0505/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-23	////////////////////
OP871016|A/swine/Iowa/22TOSU1431/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP871044|A/swine/Ohio/22TOSU0470/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-30	////////////////////
OP871056|A/swine/Ohio/22TOSU0360/2022|H3|swine|USA|2010.1|2002B|T-VPPT|2022-04-23	////////////////////
OP871059|A/swine/Ohio/22TOSU0438/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-23	////////////////////
OP871072|A/swine/Iowa/22TOSU1686/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP871078|A/swine/Ohio/22TOSU0441/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-23	////////////////////
OP871122|A/swine/Indiana/22TOSU0515/2022|H3|swine|USA|2010.1|2002B|T-TPPT|2022-06-23	////////////////////
OP871129|A/swine/Ohio/22TOSU0494/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-30	////////////////////
OP871144|A/swine/Ohio/22TOSU0476/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-30	////////////////////
OP871162|A/swine/Indiana/22TOSU0501/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-23	////////////////////
OP871169|A/swine/Ohio/22TOSU0642/2022|H3|swine|USA|2010.1|2002B|---PPT|2022-05-14	////////////////////
OP871181|A/swine/Iowa/22TOSU1336/2022|H3|swine|USA|2010.1|2002B|TTTPPT|2022-06-16	////////////////////
OP871196|A/swine/Ohio/22TOSU0217/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-05-07	////////////////////
OP871202|A/swine/Ohio/22TOSU0469/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-30	////////////////////
OP871225|A/swine/Ohio/22TOSU0257/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-04-09	////////////////////
OP871239|A/swine/Ohio/22TOSU0771/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-05-21	////////////////////
OP871256|A/swine/Ohio/22TOSU1157/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-06-18	////////////////////
OP871264|A/swine/Ohio/22TOSU0573/2022|H3|swine|USA|2010.1|2002B|TVVPPT|2022-05-07	////////////////////
