defline	symbol
EPI3048951|A/swine/Iowa/CEIRR-K109403/2023|H1|swine|USA|1A.1.1.3|N1.P||2023-11-21	////////////////////
EPI3232932|A/swine/NorthCarolina/A02862449/2024|H1|swine|USA|1A.1.1.3|N1.C.3.2||2024-02-27	////////////////////
EPI3232934|A/swine/NorthCarolina/A02862457/2024|H1|swine|USA|1A.1.1.3|N1.C.3.2||2024-03-22	////////////////////
EPI3262106|A/swine/NorthCarolina/A02862496/2024|H1|swine|USA|1A.1.1.3|N1.C.3.2||2024-04-01	////////////////////
EPI3412963|A/swine/Nebraska/058359_02862618_H1/2024|H1|swine|USA|1A.3.3.3-c3|||2024-05-21	////////////////////
EPI3675254|A/swine/Missouri/A02863063/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-10-25	////////////////////
EPI3675256|A/swine/Missouri/A02863031/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-10-23	////////////////////
EPI3675258|A/swine/Iowa/A02863074/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-10-29	////////////////////
EPI3675262|A/swine/Iowa/A02863072/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-10-28	////////////////////
EPI3675264|A/swine/Iowa/A02863070/2024|H1|swine|USA|1A.1.1.3|1998B||2024-10-24	////////////////////
EPI3675268|A/swine/Iowa/A02863060/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-10-23	////////////////////
EPI3675270|A/swine/Iowa/A02863030/2024|H1|swine|USA|1A.3.3.2|N1.P||2024-10-24	////////////////////
EPI3675280|A/swine/Indiana/A02863062/2024|H1|swine|USA|1B.2.2.2|2002B||2024-10-25	////////////////////
EPI3675282|A/swine/Indiana/A02863059/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-10-24	////////////////////
EPI3675284|A/swine/Arkansas/A02863065/2024|H1|swine|USA|1B.2.1|1998B||2024-10-26	////////////////////
EPI3675286|A/swine/Arkansas/A02863061/2024|H1|swine|USA|1B.2.1|1998B||2024-10-26	////////////////////
EPI3675372|A/swine/Indiana/A02863057/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-10-24	////////////////////
EPI3675374|A/swine/Nebraska/A02863078/2024|H1|swine|USA|1B.2.1|1998B||2024-10-29	////////////////////
EPI3675376|A/swine/Nebraska/A02863076/2024|H1|swine|USA|1A.1.1.3|1998B||2024-10-28	////////////////////
EPI3675378|A/swine/Missouri/A02863086/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-10-29	////////////////////
EPI3675380|A/swine/Minnesota/A02863092/2024|H1|swine|USA|1B.2.1|1998B||2024-10-31	////////////////////
EPI3675384|A/swine/Kansas/A02863081/2024|H1|swine|USA|1A.1.1.3|2002B||2024-10-29	////////////////////
EPI3675390|A/swine/Iowa/A02863093/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-10-30	////////////////////
EPI3675392|A/swine/Iowa/A02863088/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-10-30	////////////////////
EPI3675394|A/swine/Iowa/A02863085/2024|H1|swine|USA|1A.1.1.3|1998B||2024-10-29	////////////////////
EPI3675396|A/swine/Iowa/A02863084/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-10-29	////////////////////
EPI3675402|A/swine/Iowa/A02863079/2024|H1|swine|USA|1A.1.1.3|1998B||2024-10-29	////////////////////
EPI3675406|A/swine/Indiana/A02863082/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-10-29	////////////////////
EPI3675408|A/swine/North_Carolina/A02863095/2024|H1|swine|USA|1A.1.1.3|2002B||2024-11-07	////////////////////
EPI3686024|A/swine/Missouri/A02863117/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-11-05	////////////////////
EPI3686028|A/swine/Iowa/A02863116/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-05	////////////////////
EPI3686030|A/swine/Iowa/A02863115/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-04	////////////////////
EPI3686038|A/swine/Iowa/A02863111/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-04	////////////////////
EPI3686042|A/swine/Iowa/A02863106/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-01	////////////////////
EPI3686046|A/swine/Iowa/A02863090/2024|H1|swine|USA|1A.1.1.3|1998B||2024-10-30	////////////////////
EPI3686049|A/swine/Indiana/A02863151/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-18	////////////////////
EPI3686052|A/swine/Indiana/A02863127/2024|H1|swine|USA|1A.3.3.2|N1.P||2024-11-11	////////////////////
EPI3686054|A/swine/Iowa/A02863113/2024|H1|swine|USA|1B.2.1|1998B||2024-11-04	////////////////////
EPI3686056|A/swine/Oklahoma/A02863119/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-11-04	////////////////////
EPI3724504|A/swine/Colorado/A02863126/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-11-07	////////////////////
EPI3724506|A/swine/Indiana/A02863157/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-21	////////////////////
EPI3724508|A/swine/Iowa/A02863124/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-06	////////////////////
EPI3724510|A/swine/Iowa/A02863129/2024|H1|swine|USA|1B.2.1|1998B||2024-11-07	////////////////////
EPI3724520|A/swine/Minnesota/A02863110/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-04	////////////////////
EPI3724522|A/swine/Minnesota/A02863132/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-08	////////////////////
EPI3724524|A/swine/Missouri/A02863125/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-11-06	////////////////////
EPI3724526|A/swine/Ohio/A02863108/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-01	////////////////////
EPI3740415|A/swine/Illinois/A02863146/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-11-14	////////////////////
EPI3740419|A/swine/Missouri/A02863163/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-14	////////////////////
EPI3740421|A/swine/Missouri/A02863161/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-11-13	////////////////////
EPI3740423|A/swine/Missouri/A02863149/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-11-12	////////////////////
EPI3740433|A/swine/Iowa/A02863174/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-20	////////////////////
EPI3740441|A/swine/Iowa/A02863169/2024|H1|swine|USA|1B.2.1|1998B||2024-11-19	////////////////////
EPI3740443|A/swine/Ohio/A02863150/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-11-14	////////////////////
EPI3740447|A/swine/Iowa/A02863165/2024|H1|swine|USA|1B.2.1|1998B||2024-11-18	////////////////////
EPI3740451|A/swine/Iowa/A02863162/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-14	////////////////////
EPI3740453|A/swine/Iowa/A02863148/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-13	////////////////////
EPI3740455|A/swine/Iowa/A02863145/2024|H1|swine|USA|1B.2.1|2002B||2024-11-14	////////////////////
EPI3740459|A/swine/Iowa/A02863142/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-13	////////////////////
EPI3740461|A/swine/Iowa/A02863141/2024|H1|swine|USA|1A.1.1.3|N1.P||2024-11-12	////////////////////
EPI3740465|A/swine/Iowa/A02863136/2024|H1|swine|USA|1B.2.1|1998B||2024-11-11	////////////////////
EPI3740467|A/swine/Iowa/A02863134/2024|H1|swine|USA|1A.3.3.2|N1.P||2024-11-12	////////////////////
EPI3740469|A/swine/Indiana/A02863137/2024|H1|swine|USA|1A.3.3.2|N1.P||2024-11-12	////////////////////
EPI3740473|A/swine/Iowa/A02863166/2024|H1|swine|USA|1B.2.1|1998B||2024-11-18	////////////////////
EPI3740475|A/swine/Ohio/A02863167/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-15	////////////////////
EPI3822555|A/swine/Iowa/A02863203/2024|H1|swine|USA|1A.1.1.3|N1.C.3.2||2024-12-05	////////////////////
EPI3822563|A/swine/Iowa/A02863199/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-12-02	////////////////////
EPI3822606|A/swine/Iowa/A02863194/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-27	////////////////////
EPI3822614|A/swine/Iowa/A02863214/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-12-10	////////////////////
EPI3822621|A/swine/Oklahoma/A02863189/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-11-24	////////////////////
EPI3822637|A/swine/Iowa/A02858228/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-12-16	////////////////////
EPI3822644|A/swine/Iowa/A02863222/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-12-02	////////////////////
EPI3822688|A/swine/Indiana/A02863195/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-11-29	////////////////////
EPI3822695|A/swine/Indiana/A02858232/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-12-17	////////////////////
EPI3822703|A/swine/Illinois/A02858241/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-12-20	////////////////////
EPI3822710|A/swine/Indiana/A02863202/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-12-04	////////////////////
EPI3822718|A/swine/Oklahoma/A02863215/2024|H1|swine|USA|1A.1.1.3|N1.C.2.1||2024-12-09	////////////////////
EPI3823053|A/swine/South_Dakota/A02863155/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-11-19	////////////////////
EPI3823057|A/swine/Iowa/A02863196/2024|H1|swine|USA|1B.2.2.2|2002B||2024-12-02	////////////////////
EPI3823059|A/swine/Iowa/A02863192/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-26	////////////////////
EPI3823061|A/swine/Iowa/A02863179/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-20	////////////////////
EPI3823063|A/swine/Iowa/A02863177/2024|H1|swine|USA|1A.1.1.3|1998B||2024-11-20	////////////////////
EPI3823067|A/swine/Iowa/A02858238/2024|H1|swine|USA|1A.1.1.3|1998B||2024-12-19	////////////////////
EPI3823069|A/swine/Iowa/A02858237/2024|H1|swine|USA|1A.1.1.3|1998B||2024-12-19	////////////////////
EPI3823071|A/swine/Iowa/A02858236/2024|H1|swine|USA|1A.1.1.3|2002B||2024-12-19	////////////////////
EPI3823073|A/swine/Iowa/A02858235/2024|H1|swine|USA|1A.1.1.3|1998B||2024-12-19	////////////////////
EPI3823075|A/swine/Iowa/A02858234/2024|H1|swine|USA|1B.2.1|1998B||2024-12-18	////////////////////
EPI3823077|A/swine/Iowa/A02858230/2024|H1|swine|USA|1A.1.1.3|1998B||2024-12-17	////////////////////
EPI3823081|A/swine/Iowa/A02863204/2024|H1|swine|USA|1B.2.2.2|2002B||2024-12-05	////////////////////
EPI3823083|A/swine/Iowa/A02863205/2024|H1|swine|USA|1B.2.2.2|2002A||2024-12-05	////////////////////
EPI3823093|A/swine/Missouri/A02863190/2024|H1|swine|USA|1B.2.2.2|2002A||2024-11-25	////////////////////
EPI3823097|A/swine/Michigan/A02863224/2024|H1|swine|USA|1B.2.2.2|2002B||2024-12-10	////////////////////
EPI3823099|A/swine/Michigan/A02863219/2024|H1|swine|USA|1B.2.2.2|2002B||2024-12-10	////////////////////
EPI3823101|A/swine/Michigan/A02863218/2024|H1|swine|USA|1A.1.1.3|1998B||2024-12-10	////////////////////
EPI3823103|A/swine/Iowa/A02858227/2024|H1|swine|USA|1B.2.1|1998B||2024-12-13	////////////////////
EPI3863030|A/swine/Iowa/A02858257/2025|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2025-01-02	////////////////////
EPI3863032|A/swine/Iowa/A02858256/2025|H1|swine|USA|1A.1.1.3|1998B||2025-01-02	////////////////////
EPI3863034|A/swine/Iowa/A02858255/2024|H1|swine|USA|1A.1.1.3|1998B||2024-12-30	////////////////////
EPI3863036|A/swine/Iowa/A02858254/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-12-30	////////////////////
EPI3863038|A/swine/Iowa/A02858252/2024|H1|swine|USA|1B.2.1|1998B||2024-12-30	////////////////////
EPI3863040|A/swine/Iowa/A02858251/2024|H1|swine|USA|1A.3.3.2|N1.P||2024-12-29	////////////////////
EPI3863046|A/swine/Iowa/A02858246/2024|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2024-12-26	////////////////////
OM654386+EPI2147031|A/swine/North_Carolina/A02246916/2022|H1|swine|USA|1A.1.1.3|N1.C.3.2|TTTPPT|2022-01-21	////////////////////
OM654388+EPI2147033|A/swine/Oklahoma/A02246913/2022|H1|swine|USA|1A.1.1.3|2002A|TTVPPT|2022-01-06	////////////////////
OM654395+EPI2147037|A/swine/Michigan/A02246914/2022|H1|swine|USA|1A.1.1.3|1998B|TTTPPT|2022-01-06	////////////////////
OM865158+EPI2147154|A/swine/Missouri/A02636363/2022|H1|swine|USA|1B.2.2.2|2002A|TTTPPT|2022-01-05	////////////////////
OM865160+EPI2147156|A/swine/Iowa/A02636385/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-01-12	////////////////////
OM865164+EPI2147160|A/swine/Michigan/A02636389/2022|H1|swine|USA|1A.1.1.3|1998B||2022-01-14	////////////////////
OM865176+EPI2147172|A/swine/Iowa/A02636361/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-01-05	////////////////////
OM865182+EPI2147178|A/swine/Iowa/A02636372/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-01-11	////////////////////
OM865184+EPI2147180|A/swine/Iowa/A02636391/2022|H1|swine|USA|1B.2.2.2|2002B||2022-01-17	////////////////////
OM865186+EPI2147182|A/swine/Iowa/A02636360/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-05	////////////////////
OM865188+EPI2147184|A/swine/Iowa/A02636373/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-10	////////////////////
OM865202+EPI2147198|A/swine/Iowa/A02636375/2022|H1|swine|USA|1B.2.1|1998B||2022-01-11	////////////////////
OM865204+EPI2147200|A/swine/Iowa/A02636374/2022|H1|swine|USA|1B.2.1|1998B|TTTPPT|2022-01-10	////////////////////
OM865220+EPI2147216|A/swine/Iowa/A02636390/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-17	////////////////////
OM865226+EPI2147222|A/swine/Missouri/A02636420/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-27	////////////////////
OM865230+EPI2147226|A/swine/Missouri/A02636349/2022|H1|swine|USA|1B.2.2.2|2002A||2022-01-14	////////////////////
OM865240+EPI2147236|A/swine/Iowa/A02636376/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-10	////////////////////
OM865242+EPI2147238|A/swine/Iowa/A02636377/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-01-12	////////////////////
OM865246+EPI2147242|A/swine/North_Carolina/A02636421/2022|H1|swine|USA|1A.1.1.3|N1.C.3.2||2022-02-01	////////////////////
OM935897+EPI2147449|A/swine/Iowa/A02636449/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-01-28	////////////////////
OM935899+EPI2147451|A/swine/Illinois/A02636452/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-31	////////////////////
OM935907+EPI2147459|A/swine/Iowa/A02636438/2022|H1|swine|USA|1B.2.2.2|2002A||2022-01-26	////////////////////
OM935913+EPI2147465|A/swine/Iowa/A02636472/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-02-07	////////////////////
OM935921+EPI2147473|A/swine/Iowa/A02636455/2022|H1|swine|USA|1B.2.1|1998B|TTTPPT|2022-02-01	////////////////////
OM935925+EPI2147477|A/swine/Iowa/A02636460/2022|H1|swine|USA|1B.2.1|1998B||2022-02-02	////////////////////
OM935931+EPI2147483|A/swine/Indiana/A02636445/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-27	////////////////////
OM935933+EPI2147485|A/swine/Missouri/A02636440/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-01-26	////////////////////
OM935937+EPI2147489|A/swine/Iowa/A02636462/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-02-02	////////////////////
OM935941+EPI2147493|A/swine/North_Carolina/A02636453/2022|H1|swine|USA|1A.1.1.3|N1.C.3.2||2022-01-31	////////////////////
OM935945+EPI2147497|A/swine/South_Dakota/A02636437/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|T-TPPT|2022-01-25	////////////////////
OM935947+EPI2147499|A/swine/Iowa/A02636446/2022|H1|swine|USA|1B.2.2.2|2002A||2022-01-28	////////////////////
OM935953+EPI2147505|A/swine/Illinois/A02636444/2022|H1|swine|USA|1A.1.1.3|N1.C.2.1||2022-01-27	////////////////////
OM935957+EPI2147509|A/swine/Iowa/A02636434/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-01-24	////////////////////
OM935965+EPI2147517|A/swine/Ohio/A02636451/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-01-28	////////////////////
OM978832+EPI2148048|A/swine/Iowa/A02636494/2022|H1|swine|USA|1A.1.1.3|N1.C.3.2|T-PPPT|2022-02-15	////////////////////
OM978836+EPI2148052|A/swine/Iowa/A02636484/2022|H1|swine|USA|1A.1.1.3|1998B||2022-02-10	////////////////////
OM978852+EPI2148068|A/swine/Ohio/A02636491/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-02-14	////////////////////
OM978862+EPI2148078|A/swine/Illinois/A02636429/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2|TTTPPT|2022-02-16	////////////////////
OM978874+EPI2148090|A/swine/Iowa/A02636497/2022|H1|swine|USA|1B.2.1|1998B||2022-02-16	////////////////////
ON045376+EPI2148168|A/swine/Pennsylvania/A02636530/2022|H1|swine|USA|1A.1.1.3|2002B|TTTPPT|2022-02-28	////////////////////
ON045388+EPI2148180|A/swine/Illinois/A02636537/2022|H1|swine|USA|1A.1.1.3|2002B||2022-02-25	////////////////////
ON045394+EPI2148186|A/swine/Indiana/A02636526/2022|H1|swine|USA|1A.3.3.3-c3|N1.C.3.2||2022-02-21	////////////////////
